age,sex,adj1,adj2,adj3,adj4,adj5,celeb1_name,celeb2_name,celeb3_name,celeb4_name,celeb5_name
62,female,husky,gravelly,warm,resonant,smooth,Glenn Close,Katheryn Winnick,Margo Martindale,Joan Chen,Taraji P. Henson
35,male,high-pitched,nasal,bright,energetic,youthful,Chris Colfer,Max Schneider,Neil Gaiman,Ryan McPartlin,Seann William Scott
71,male,deep,raspy,gruff,authoritative,powerful,Brian Blessed,James Earl Jones,John Hurt,David Warner,Willem Dafoe
48,female,clear,bright,crisp,precise,charming,Jenna Fischer,Olivia Colman,Kelly Macdonald,Amanda Seyfried,Constance Zimmer
28,female,soft,gentle,sweet,mellow,calm,Shiri Appleby,Kiernan Shipka,Abigail Breslin,Saoirse Ronan,Kelli Berglund
62,female,raspy,gravelly,low,hoarse,strong,Phyllis Diller,Miriam Margolyes,Margo Martindale,Leslie Mann,Dawn French
37,male,smooth,calm,resonant,deep,clear,Henry Cavill,Sam Worthington,Theo James,Hugh Bonneville,Sebastian De Souza
71,female,high-pitched,bright,chirpy,lively,sweet,Jenna Fischer,Kelly Macdonald,Amanda Seyfried,Witney Carson,Shiri Appleby
28,male,nasal,thin,high,reedy,weak,Seann William Scott,Jack Black,Neil Gaiman,Seth Rogen,Chris Colfer
51,female,breathy,soft,gentle,mellow,calm,Morena Baccarin,Olivia Colman,Katherine Heigl,Kate Beckinsale,Caitriona Balfe
37,female,soft,gentle,sweet,mellow,calm,Amanda Seyfried,Kelly Macdonald,Katheryn Winnick,Shiri Appleby,Saoirse Ronan
62,male,gravelly,raspy,deep,resonant,powerful,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Willem Dafoe
71,female,high-pitched,bright,crisp,clear,energetic,Phyllis Diller,Rue McClanahan,Joan Chen,Miriam Margolyes,Dawn French
28,male,nasal,thin,high,reedy,whiny,Seth Rogen,Jack Black,Paul Giamatti,David Koechner,Will Forte
55,female,husky,low,smooth,sultry,sexy,Morena Baccarin,Sanaa Lathan,Taraji P. Henson,Jennifer Beals,Cote de Pablo
67,female,gravelly,raspy,low,husky,warm,Miriam Margolyes,Phyllis Diller,Joan Chen,Marcia Gay Harden,Glenn Close
38,male,smooth,calm,deep,resonant,clear,Henry Cavill,Hugh Bonneville,Sam Worthington,Theo James,Sebastian De Souza
28,female,bright,sweet,high-pitched,clear,youthful,Abigail Breslin,Kiernan Shipka,Ashley Greene,Dove Cameron,Raini Rodriguez
72,male,gruff,strong,booming,powerful,rumbling,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Fred Williamson
51,female,crisp,sharp,precise,clear,authoritative,Sanaa Lathan,Taraji P. Henson,Leslie Mann,Constance Zimmer,Olivia Colman
37,female,soft,gentle,calm,clear,melodic,Amanda Seyfried,Kelly Macdonald,Morena Baccarin,Shiri Appleby,Katheryn Winnick
62,male,gravelly,deep,resonant,raspy,strong,Brian Blessed,Willem Dafoe,James Earl Jones,John Hurt,Ron Perlman
28,female,bright,cheerful,energetic,lively,bubbly,Witney Carson,Jenna Fischer,Kelli Berglund,Abigail Breslin,Raini Rodriguez
71,male,high-pitched,thin,reedy,quirky,whimsical,Tim Minchin,John Oliver,Patton Oswalt,Stephen Fry,David Koechner
55,female,husky,low,smooth,sultry,gravelly,Janice Dickinson,Taraji P. Henson,Leslie Mann,Debi Mazar,Margo Martindale
67,female,gravelly,husky,warm,resonant,low,Joan Chen,Miriam Margolyes,Margo Martindale,Glenn Close,Wanda Sykes
38,male,smooth,clear,bright,friendly,youthful,Chris Colfer,Max Schneider,Theo James,Chace Crawford,Sebastian De Souza
72,male,raspy,deep,gruff,powerful,authoritative,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,Fred Williamson
28,female,high-pitched,bright,sweet,bubbly,energetic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
51,female,crisp,clear,precise,calm,controlled,Olivia Colman,Kelly Macdonald,Leslie Mann,Sanaa Lathan,Katheryn Winnick
37,female,soft,gentle,clear,calm,resonant,Amanda Seyfried,Kelly Macdonald,Morena Baccarin,Shiri Appleby,Caitriona Balfe
62,male,gravelly,deep,raspy,strong,authoritative,Brian Blessed,Willem Dafoe,James Earl Jones,John Hurt,Ron Perlman
71,female,sharp,witty,acerbic,crisp,precise,Phyllis Diller,Joan Chen,Miriam Margolyes,Jennifer Saunders,Kathy Griffin
28,male,high-pitched,bright,energetic,youthful,clear,Max Schneider,Chris Colfer,Darren Criss,Troye Sivan,Aaron Tveit
55,female,husky,smooth,sultry,low,sexy,Debi Mazar,Katheryn Winnick,Sanaa Lathan,Taraji P. Henson,Jennifer Beals
67,female,gravelly,husky,raspy,low,warm,Joan Chen,Miriam Margolyes,Glenn Close,Wanda Sykes,Lesley Manville
38,male,smooth,deep,resonant,calm,clear,Henry Cavill,Hugh Bonneville,Sam Heughan,Theo James,Richard Madden
28,female,bright,energetic,clear,high-pitched,sweet,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
72,male,gruff,strong,booming,powerful,rumbling,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Fred Williamson
45,female,soft,gentle,mellow,calm,soothing,Kelly Macdonald,Amanda Seyfried,Jenna Fischer,Katheryn Winnick,Rose McIver
37,female,soft,gentle,clear,calm,soothing,Amanda Seyfried,Kelly Macdonald,Morena Baccarin,Katheryn Winnick,Shiri Appleby
72,male,gravelly,raspy,deep,resonant,powerful,Brian Blessed,James Earl Jones,John Hurt,John Amos,Willem Dafoe
55,female,sharp,crisp,bright,energetic,clear,Janice Dickinson,Leslie Mann,Constance Zimmer,Wendi McLendon-Covey,Kristen Johnston
28,male,high-pitched,nasal,bright,quirky,energetic,Tim Minchin,Jack Black,Seth Rogen,Will Forte,Patton Oswalt
37,female,soft,gentle,clear,calm,sweet,Amanda Seyfried,Kelly Macdonald,Shiri Appleby,Jenna Fischer,Katherine Jenkins
62,male,gravelly,deep,resonant,raspy,strong,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Willem Dafoe
71,female,sharp,high-pitched,crisp,witty,bright,Phyllis Diller,Miriam Margolyes,Joan Chen,Jennifer Saunders,Wanda Sykes
28,male,smooth,low,warm,mellow,relaxed,Josh Henderson,Seann William Scott,Ryan Phillippe,Chace Crawford,Theo James
55,female,husky,rich,sultry,smooth,sexy,Janice Dickinson,Katheryn Winnick,Sanaa Lathan,Taraji P. Henson,Debi Mazar
62,female,warm,mellow,smooth,gentle,resonant,Alfre Woodard,Sanaa Lathan,Taraji P. Henson,Viola Davis,Regina Hall
35,male,gravelly,rough,deep,raspy,strong,Willem Dafoe,Brian Blessed,Harvey Keitel,Ron Perlman,John Hurt
48,female,high-pitched,bright,clear,crisp,cheerful,Kristen Bell,America Ferrera,Abigail Breslin,Lea Michele,Zooey Deschanel
28,female,soft,sweet,lilting,delicate,youthful,Amanda Seyfried,Keeley Hawes,Shiri Appleby,Lily Cole,Kiernan Shipka
37,female,soft,gentle,sweet,clear,calm,Amanda Seyfried,Kelly Macdonald,Kiernan Shipka,Abigail Breslin,Shiri Appleby
62,male,gravelly,resonant,deep,raspy,strong,Brian Blessed,Willem Dafoe,James Earl Jones,John Hurt,Harvey Keitel
71,female,sharp,crisp,witty,acerbic,dry,Phyllis Diller,Miriam Margolyes,Jennifer Saunders,Joan Chen,Leslie Mann
28,male,high-pitched,bright,energetic,clear,youthful,Max Schneider,Chris Colfer,Darren Criss,Seth Rogen,Neil Gaiman
55,female,husky,smooth,sultry,low,rich,Morena Baccarin,Taraji P. Henson,Sanaa Lathan,Katheryn Winnick,Viola Davis
62,female,raspy,gravelly,low,mellow,warm,Joan Chen,Glenn Close,Meryl Streep,Miriam Margolyes,Margo Martindale
38,male,smooth,calm,gentle,resonant,clear,Hugh Bonneville,James Earl Jones,Henry Cavill,Sam Worthington,Theo James
71,female,high-pitched,breathy,bright,chirpy,quick,Phyllis Diller,Carrie Ann Inaba,Jennifer Saunders,Dawn French,Rue McClanahan
28,male,nasally,thin,reedy,high,weak,Jack Black,Seth Rogen,Neil Gaiman,Tim Minchin,Chris Colfer
55,female,strong,powerful,authoritative,deep,clear,Viola Davis,Taraji P. Henson,Katheryn Winnick,Sanaa Lathan,Alfre Woodard
62,female,raspy,gravelly,low,husky,warm,Janice Dickinson,Miriam Margolyes,Glenn Close,Wanda Sykes,Phyllis Diller
37,male,smooth,calm,resonant,clear,gentle,Hugh Bonneville,Sam Heughan,Theo James,Sebastian De Souza,Richard Madden
71,male,booming,powerful,resonant,deep,gravelly,Brian Blessed,James Earl Jones,John Amos,John Hurt,David Warner
28,female,bright,clear,energetic,youthful,sweet,Abigail Breslin,Kiernan Shipka,Ashley Greene,Kelli Berglund,Dove Cameron
55,male,nasal,thin,high-pitched,reedy,quirky,John Oliver,Tim Minchin,Patton Oswalt,Will Forte,Seth Rogen
62,female,gravelly,low,raspy,husky,warm,Wanda Sykes,Miriam Margolyes,Joan Chen,Leslie Mann,Glenn Close
37,male,smooth,deep,resonant,calm,clear,Henry Cavill,Theo James,Sam Heughan,Richard Madden,Hugh Bonneville
71,male,high-pitched,quirky,nasal,thin,bright,John Oliver,Tim Minchin,Bill Nighy,Stephen Fry,Michael C. Hall
28,female,sweet,bright,clear,youthful,gentle,Amanda Seyfried,Kiernan Shipka,Abigail Breslin,Kelli Berglund,Dove Cameron
55,female,crisp,strong,authoritative,confident,clear,Katheryn Winnick,Taraji P. Henson,Sanaa Lathan,Alfre Woodard,Holly Hunter
37,female,soft,gentle,mellow,calm,soothing,Amanda Seyfried,Kelly Macdonald,Morena Baccarin,Shiri Appleby,Kate Voegele
62,male,gravelly,deep,resonant,rough,powerful,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Willem Dafoe
71,female,sharp,crisp,clear,authoritative,strong,Glenn Close,Joan Chen,Miriam Margolyes,Janice Dickinson,Meryl Streep
28,male,high-pitched,bright,energetic,nasal,youthful,Max Schneider,Chris Colfer,Darren Criss,Drake Bell,Seann William Scott
55,female,husky,raspy,smoky,low,sultry,Debi Mazar,Katheryn Winnick,Leslie Mann,Wendi McLendon-Covey,Jennifer Saunders
71,female,high-pitched,bright,chirpy,thin,sweet,Lily Cole,Kirsten Vangsness,Carrie Ann Inaba,Jamie Chung,America Ferrera
28,male,nasal,thin,high,reedy,whiny,Paul Giamatti,Neil Gaiman,Seth Rogen,Michael Cera,Jack Black
62,female,gravelly,raspy,low,hoarse,strong,Phyllis Diller,Joan Chen,Miriam Margolyes,Margo Martindale,Ruth McClanahan
35,male,smooth,calm,resonant,deep,clear,Henry Cavill,Josh Henderson,Theo James,Sam Worthington,Scott Speedman
71,male,high-pitched,thin,reedy,quirky,slightly shaky,Stephen Fry,Tim Minchin,Jack Black,John Oliver,Neil Gaiman
28,female,bright,clear,sweet,youthful,cheerful,Amanda Seyfried,Abigail Breslin,Kiernan Shipka,Dove Cameron,Kelli Berglund
47,female,husky,rich,warm,velvety,sultry,Sanaa Lathan,Taraji P. Henson,Thandie Newton,Regina Hall,Jennifer Beals
37,female,soft,gentle,melodic,clear,calm,Amanda Seyfried,Kelly Macdonald,Katheryn Winnick,Kiernan Shipka,Shiri Appleby
62,male,gravelly,deep,resonant,raspy,strong,Brian Blessed,Willem Dafoe,John Hurt,James Earl Jones,Harvey Keitel
28,female,bright,energetic,lively,cheerful,bubbly,Witney Carson,Jenna Fischer,Abigail Breslin,Kelli Berglund,Bethany Mota
71,male,thin,high-pitched,reedy,quavery,weak,Tom Kenny,John Cleese,Michael Crichton,Alan Rickman,Stephen Fry
49,female,husky,smoky,low,sultry,rich,Janice Dickinson,Leslie Mann,Debi Mazar,Taraji P. Henson,Wendi McLendon-Covey
37,female,soft,gentle,melodic,clear,calm,Amanda Seyfried,Kelly Macdonald,Katherine Jenkins,Shiri Appleby,Kirsten Vangsness
62,male,gravelly,resonant,deep,raspy,powerful,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Charles Dance
28,female,bright,cheerful,bubbly,lively,youthful,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,thin,reedy,high-pitched,quavering,weak,Michael Crichton,Peter Jackson,John Hurt,David Mamet,Alan Rickman
37,female,soft,gentle,mellow,calm,clear,Amanda Seyfried,Kelly Macdonald,Saoirse Ronan,Shiri Appleby,Katheryn Winnick
62,male,gravelly,deep,resonant,rough,powerful,Brian Blessed,James Earl Jones,John Amos,Willem Dafoe,Ron Perlman
71,female,sharp,crisp,precise,witty,strong,Phyllis Diller,Miriam Margolyes,Joan Chen,Glenn Close,Jennifer Saunders
28,male,high-pitched,bright,energetic,quick,nasal,Jack Black,Seth Rogen,Tim Minchin,Chris Colfer,Will Arnett
55,female,husky,smoky,sultry,low,raspy,Janice Dickinson,Debi Mazar,Mira Furlan,Taraji P. Henson,Leslie Mann
37,female,soft,gentle,calm,clear,resonant,Amanda Seyfried,Kelly Macdonald,Katheryn Winnick,Olivia Colman,Saoirse Ronan
62,male,gravelly,deep,raspy,gruff,powerful,Brian Blessed,Willem Dafoe,John Hurt,Ron Perlman,James Earl Jones
62,female,raspy,gravelly,low,husky,warm,Joan Chen,Miriam Margolyes,Margo Martindale,Glenn Close,Wanda Sykes
35,male,smooth,resonant,deep,calm,clear,Henry Cavill,Sam Heughan,Richard Madden,Theo James,Hugh Bonneville
71,male,high-pitched,thin,reedy,quirky,nervous,Tim Minchin,Stephen Fry,Patton Oswalt,Jack Black,John Oliver
28,female,bright,cheerful,clear,sweet,youthful,Amanda Seyfried,Zooey Deschanel,Abigail Breslin,Kelli Berglund,Kiernan Shipka
51,male,gruff,strong,booming,powerful,authoritative,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Charles Dance
62,female,gravelly,raspy,low,husky,deep,Miriam Margolyes,Phyllis Diller,Joan Chen,Janice Dickinson,Wanda Sykes
38,male,smooth,resonant,calm,clear,gentle,Hugh Bonneville,James Earl Jones,Henry Cavill,Sam Heughan,Theo James
28,female,bright,chirpy,youthful,sweet,energetic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Kelli Berglund,Raini Rodriguez
71,male,gruff,hoarse,booming,powerful,strong,Brian Blessed,John Amos,James Cosmo,John Goodman,Fred Williamson
55,female,soft,gentle,mellow,soothing,calm,Kelly Macdonald,Amanda Seyfried,Jenna Fischer,Sarah Drew,Olivia Colman
62,female,gravelly,raspy,low,hoarse,deep,Phyllis Diller,Miriam Margolyes,Joan Chen,Marcia Cross,Glenn Close
37,male,smooth,calm,resonant,clear,gentle,Hugh Bonneville,Sam Heughan,Theo James,Sebastian De Souza,Richard Madden
71,male,high-pitched,thin,reedy,quavery,weak,John Cleese,Michael Crichton,Tom Kenny,Patton Oswalt,Steve Martin
28,female,bright,cheerful,clear,lively,bubbly,Lea Michele,America Ferrera,Jenna Fischer,Zooey Deschanel,Abigail Breslin
55,male,strong,booming,deep,authoritative,powerful,Brian Blessed,James Earl Jones,John Amos,Gary Busey,Charles Dance
37,female,soft,gentle,mellow,calm,soothing,Amanda Seyfried,Kelly Macdonald,Katheryn Winnick,Shiri Appleby,Caitriona Balfe
62,male,gravelly,deep,resonant,raspy,powerful,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Willem Dafoe
28,female,bright,clear,energetic,lively,youthful,Abigail Breslin,Kiernan Shipka,Teala Dunn,Kelli Berglund,Raini Rodriguez
71,male,dry,witty,sarcastic,acerbic,humorous,Stephen Fry,John Cleese,David Mamet,David Koechner,Louis C.K.
55,female,crisp,clear,authoritative,strong,confident,Glenn Close,Marcia Gay Harden,Taraji P. Henson,S. Epatha Merkerson,Constance Zimmer
62,female,gravelly,raspy,low,husky,strong,Miriam Margolyes,Phyllis Diller,Joan Chen,Janice Dickinson,Glenn Close
37,male,smooth,warm,resonant,deep,calm,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Damian Lewis
28,female,bright,clear,crisp,high-pitched,sweet,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,gruff,rumbling,booming,powerful,deep,Brian Blessed,James Earl Jones,John Amos,David Warner,John Hurt
49,female,soft,gentle,mellow,whispery,pleasant,Kelly Macdonald,Amanda Seyfried,Shiri Appleby,Jenna Fischer,Poppy Montgomery
62,female,gravelly,raspy,low,warm,hoarse,Glenn Close,Joan Chen,Miriam Margolyes,Margo Martindale,Phyllis Diller
38,male,smooth,calm,resonant,clear,deep,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Sebastian De Souza
28,female,bright,clear,high-pitched,sweet,energetic,Kiernan Shipka,Abigail Breslin,Kelli Berglund,Ashley Greene,Dove Cameron
71,male,gruff,raspy,strong,booming,powerful,Brian Blessed,John Amos,James Earl Jones,Fred Williamson,Don Rickles
55,female,crisp,precise,clear,measured,authoritative,Constance Zimmer,Olivia Colman,Leslie Mann,Wendi McLendon-Covey,Retta
62,female,raspy,gravelly,low,warm,calm,Glenn Close,Miriam Margolyes,Joan Chen,Milla Jovovich,Marcia Gay Harden
35,male,smooth,deep,resonant,clear,strong,Henry Cavill,Sam Heughan,Theo James,Sebastian De Souza,Richard Madden
71,male,high-pitched,quirky,thin,bright,nervous,Bill Nighy,Steve Martin,John Cleese,Tim Minchin,Peter Jackson
28,female,sweet,gentle,soft,clear,bright,Amanda Seyfried,Kelly Macdonald,Shiri Appleby,Caitriona Balfe,Zooey Deschanel
47,male,gruff,rumbling,powerful,hoarse,deep,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,David Warner
37,female,soft,gentle,sweet,mellow,calm,Amanda Seyfried,Kelly Macdonald,Shiri Appleby,Saoirse Ronan,Jennifer Beals
62,male,gravelly,deep,resonant,rumbling,powerful,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Charles Dance
71,male,thin,high-pitched,reedy,wheezy,quirky,John Cleese,Michael Caine,Stephen Fry,Bill Nighy,Alan Rickman
55,female,husky,low,smooth,sultry,sexy,Joan Chen,Thandie Newton,Sanaa Lathan,Jennifer Saunders,Glenn Close
67,female,gravelly,raspy,low,warm,resonant,Joan Chen,Miriam Margolyes,Glenn Close,Marcia Gay Harden,Wanda Sykes
35,male,smooth,clear,calm,gentle,measured,Hugh Bonneville,Theo James,Sebastian De Souza,Sam Heughan,Max Irons
48,female,bright,cheerful,high-pitched,bubbly,youthful,America Ferrera,Jenna Fischer,Abigail Breslin,Kelli Berglund,Raini Rodriguez
72,male,gruff,deep,booming,powerful,authoritative,Brian Blessed,James Earl Jones,John Goodman,Charles Dance,Ron Perlman
28,female,soft,sweet,delicate,gentle,whispery,Amanda Seyfried,Shiri Appleby,Lily Cole,Kiernan Shipka,Katherine McNamara
62,female,raspy,gravelly,low,warm,mellow,Joan Chen,Miriam Margolyes,Wanda Sykes,Glenn Close,Meryl Streep
35,male,smooth,deep,resonant,clear,strong,Henry Cavill,Hugh Bonneville,Sam Heughan,Richard Madden,Theo James
71,female,high-pitched,bright,quirky,energetic,thin,Phyllis Diller,Lily Cole,Miley Cyrus,Jennifer Saunders,Molly Shannon
28,male,nasal,thin,high,reedy,whiny,Seann William Scott,Neil Gaiman,Jack Black,Patton Oswalt,Seth Rogen
47,female,soft,gentle,sweet,calm,clear,Amanda Seyfried,Kelly Macdonald,Katherine Heigl,Rachel McAdams,Jenna Fischer
62,female,gravelly,raspy,low,warm,resonant,Meryl Streep,Glenn Close,Joan Chen,Lesley Manville,Marcia Gay Harden
35,male,bright,clear,energetic,youthful,crisp,Chris Pine,Chris Colfer,Aaron Tveit,Max Schneider,Chace Crawford
71,female,high-pitched,thin,breathy,sweet,childlike,Phyllis Diller,Carrie Fisher,Rue McClanahan,Jennifer Saunders,Dawn French
48,male,deep,smooth,calm,authoritative,gentle,James Earl Jones,John Goodman,Brian Blessed,Benedict Cumberbatch,Hugh Bonneville
28,female,soft,sweet,gentle,melodic,clear,Amanda Seyfried,Kelly Macdonald,Katherine Heigl,Kirsten Vangsness,Katheryn Winnick
37,female,soft,gentle,mellow,calm,clear,Amanda Seyfried,Kelly Macdonald,Saoirse Ronan,Shiri Appleby,Katherine Heigl
62,male,gravelly,raspy,deep,resonant,strong,Brian Blessed,Willem Dafoe,James Earl Jones,John Hurt,Ron Perlman
71,female,high-pitched,bright,bubbly,effervescent,energetic,Phyllis Diller,Dawn French,Jennifer Saunders,Molly Shannon,Rue McClanahan
28,male,smooth,low,suave,charming,confident,Henry Cavill,Theo James,Sam Heughan,Richard Madden,Josh Henderson
62,female,gravelly,raspy,low,husky,warm,Joan Chen,Miriam Margolyes,Glenn Close,Wanda Sykes,Phyllis Diller
35,male,smooth,resonant,deep,clear,calm,Henry Cavill,Sam Heughan,Theo James,Hugh Bonneville,Sebastian De Souza
71,male,high-pitched,nasal,thin,reedy,quirky,John Oliver,Tim Minchin,Steve Martin,Patton Oswalt,Neil Gaiman
28,female,bright,clear,sweet,youthful,bubbly,Amanda Seyfried,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez
47,female,strong,authoritative,powerful,confident,resonant,Taraji P. Henson,Viola Davis,Alfre Woodard,Sanaa Lathan,Constance Zimmer
62,female,gravelly,husky,raspy,low,warm,Joan Chen,Miriam Margolyes,Wanda Sykes,Glenn Close,Lesley Manville
37,male,smooth,deep,resonant,clear,calm,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Richard Madden
71,male,high-pitched,quirky,bright,energetic,thin,Tim Minchin,Stephen Fry,Bill Nighy,John Oliver,Jerry Trainor
28,female,sweet,gentle,soft,clear,bright,Amanda Seyfried,Kelly Macdonald,Shiri Appleby,Katherine Heigl,Zooey Deschanel
49,female,crisp,sharp,clear,strong,authoritative,Constance Zimmer,Katheryn Winnick,Taraji P. Henson,Sanaa Lathan,Olivia Colman
37,female,soft,gentle,clear,calm,sweet,Amanda Seyfried,Kelly Macdonald,Shiri Appleby,Katheryn Winnick,Kiernan Shipka
62,male,gravelly,deep,resonant,rough,powerful,Brian Blessed,John Amos,James Earl Jones,Ron Perlman,Charles S. Dutton
71,female,sharp,crisp,witty,dry,acerbic,Phyllis Diller,Joan Chen,Miriam Margolyes,Jennifer Saunders,Wendi McLendon-Covey
28,male,high-pitched,bright,energetic,enthusiastic,nasal,Jack Black,Seth Rogen,Neil Gaiman,Chris Colfer,Tim Minchin
55,female,husky,low,smooth,sultry,raspy,Taraji P. Henson,Sanaa Lathan,Debi Mazar,Monica Bellucci,Mary Elizabeth Winstead
37,female,soft,gentle,clear,calm,pleasant,Amanda Seyfried,Kelly Macdonald,Shiri Appleby,Katheryn Winnick,Sarah Drew
62,male,gravelly,deep,resonant,rough,powerful,Brian Blessed,John Hurt,James Earl Jones,Ron Perlman,David Warner
